Transaction_ID,Date_Created,Subscription_Type,Negotiation_Success_Prob,User_Feedback, Monthly_Fee_USD 
TRX-16981,03/01/2026,netflix,0.873138506,Negotiation needed ASAP, $4.05 
TRX-27410,,gym membership,0.09916249,Stop charging me., $46.46 
TRX-65187,03/01/2026,netflix,0.396455444,Spaces at the beginning, $41.30 
TRX-26640,03/01/2026,netflix,,Negotiation needed ASAP, $5.19 
TRX-56267,,internet provider,0.922654704,It's too expensive!!!, $46.38 
TRX-49906,03/01/2026,internet provider,0.0085,Negotiation needed ASAP, $3.62 
TRX-62091,,cloud storage,0.9,Stop charging me., $6.56 
TRX-79346,,netflix,,Negotiation needed ASAP, $148.95 
TRX-75472,11/01/2025,spotify,0.073226279,Stop charging me., $45.16 
TRX-22792,,netflix,0.9,Stop charging me., $3.58 
TRX-33284,,spotify,0.0085,Spaces at the beginning, $11.18 
TRX-10782,,netflix,,Negotiation needed ASAP, $44.83 
TRX-48154,,netflix,0.9,Stop charging me., $22.15 
TRX-80324,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-94520,03/01/2026,netflix,0.0085,It's too expensive!!!, $72.15 
TRX-9486,03/01/2026,electricity bill,,Negotiation needed ASAP, $57.76 
TRX-94093,09/04/2025,gym membership,0.0085,Stop charging me., $112.23 
TRX-13679,03/01/2026,electricity bill,0.559164849,Stop charging me., $136.03 
TRX-24509,,cloud storage,0.815175161,It's too expensive!!!, $19.64 
TRX-20345,,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-80787,,cloud storage,0.050331439,Spaces at the beginning, $120.26 
TRX-70237,03/01/2026,spotify,0.9,Negotiation needed ASAP, $52.52 
TRX-96108,,gym membership,,Stop charging me., $25.87 
TRX-61153,,cloud storage,0.9,Stop charging me., $48.55 
TRX-75853,,spotify,0.9,Spaces at the beginning, $45.16 
TRX-80375,,electricity bill,0.840427627,Negotiation needed ASAP, $11.42 
TRX-83214,,cloud storage,0.481804686,Spaces at the beginning, $87.77 
TRX-68313,,gym membership,0.807848839,Spaces at the beginning, $46.46 
TRX-79048,,netflix,0.040678383,, $44.83 
TRX-4419,,spotify,,Stop charging me., $7.34 
TRX-20230,03/01/2026,spotify,,, $10.02 
TRX-4542,,internet provider,,Stop charging me., $107.53 
TRX-42044,,netflix,,, $37.60 
TRX-26302,03/01/2026,spotify,,It's too expensive!!!, $11.42 
TRX-50430,,spotify,0.9,It's too expensive!!!, $42.67 
TRX-73313,,electricity bill,0.0085,, $38.51 
TRX-95673,,netflix,0.9,Stop charging me., $44.83 
TRX-78243,04/05/2026,spotify,,Spaces at the beginning, $45.16 
TRX-9798,12/06/2025,electricity bill,0.0085,Stop charging me., $38.51 
TRX-80977,,cloud storage,0.0085,It's too expensive!!!, $141.54 
TRX-49550,,netflix,,Spaces at the beginning, $6.56 
TRX-36755,,internet provider,0.0085,Spaces at the beginning, $46.38 
TRX-53610,03/01/2026,electricity bill,0.859579568,Negotiation needed ASAP, $38.51 
TRX-64445,,spotify,0.15601279,Spaces at the beginning, $21.61 
TRX-39557,03/01/2026,electricity bill,0.0085,Stop charging me., $38.51 
TRX-37562,,spotify,0.616011114,Stop charging me., $26.18 
TRX-17293,,netflix,0.0085,It's too expensive!!!, $16.25 
TRX-14335,,cloud storage,0.90593711,, $43.01 
TRX-7757,,spotify,,It's too expensive!!!, $45.16 
TRX-1003,,gym membership,0.9,, $60.15 
TRX-56811,,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-52706,,electricity bill,0.432353456,Spaces at the beginning, $97.86 
TRX-7475,,internet provider,0.061226355,Stop charging me., $46.38 
TRX-55005,,gym membership,0.43242027,Spaces at the beginning, $8.82 
TRX-86441,,netflix,0.0085,, $141.79 
TRX-33335,,netflix,0.409949277,Spaces at the beginning, $117.07 
TRX-2298,,cloud storage,0.0085,, $135.64 
TRX-97365,03/01/2026,cloud storage,,Spaces at the beginning, $148.23 
TRX-69662,03/01/2026,gym membership,0.0085,Spaces at the beginning, $46.46 
TRX-84745,03/01/2026,gym membership,,Negotiation needed ASAP, $46.46 
TRX-84219,,electricity bill,0.551410189,, $147.19 
TRX-92124,,cloud storage,0.9,Spaces at the beginning, $8.69 
TRX-81005,,netflix,,It's too expensive!!!, $116.37 
TRX-4450,,electricity bill,0.0085,Spaces at the beginning, $8.46 
TRX-64706,03/01/2026,cloud storage,,Stop charging me., $11.80 
TRX-83965,,internet provider,,Negotiation needed ASAP, $9.48 
TRX-58366,03/01/2026,internet provider,,Stop charging me., $7.95 
TRX-50667,,electricity bill,,Spaces at the beginning, $38.51 
TRX-83279,,netflix,0.0085,Stop charging me., $12.39 
TRX-33681,,cloud storage,0.495394227,Stop charging me., $4.61 
TRX-18648,,spotify,,Spaces at the beginning, $45.16 
TRX-85286,,electricity bill,0.9,Spaces at the beginning, $7.67 
TRX-13668,,cloud storage,0.9,Spaces at the beginning, $126.59 
TRX-16497,,internet provider,0.0085,Spaces at the beginning, $46.38 
TRX-10690,,internet provider,0.658642991,Stop charging me., $64.31 
TRX-34297,,internet provider,,, $13.10 
TRX-90691,,netflix,0.876706725,Negotiation needed ASAP, $11.37 
TRX-98017,03/01/2026,cloud storage,0.9,Spaces at the beginning, $97.65 
TRX-14152,,netflix,,Spaces at the beginning, $83.42 
TRX-70849,03/01/2026,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-59268,,internet provider,0.309791818,Spaces at the beginning, $5.85 
TRX-5226,,netflix,0.9,It's too expensive!!!, $36.84 
TRX-74786,,internet provider,,It's too expensive!!!, $46.38 
TRX-79411,,internet provider,0.9,, $94.73 
TRX-85033,,electricity bill,,, $5.24 
TRX-60201,05/08/2025,cloud storage,0.9,It's too expensive!!!, $114.29 
TRX-82568,,netflix,,Spaces at the beginning, $8.63 
TRX-59474,,netflix,,Negotiation needed ASAP, $125.64 
TRX-39906,,internet provider,0.9,Stop charging me., $149.48 
TRX-8826,,cloud storage,0.0085,, $43.01 
TRX-99869,08/10/2025,internet provider,,Spaces at the beginning, $147.21 
TRX-63647,,gym membership,0.040958009,Spaces at the beginning, $46.46 
TRX-91596,,gym membership,0.0085,It's too expensive!!!, $80.01 
TRX-89810,,gym membership,,Negotiation needed ASAP, $46.46 
TRX-60067,,electricity bill,0.0085,, $33.01 
TRX-65789,,netflix,0.9,Spaces at the beginning, $92.56 
TRX-65254,03/01/2026,netflix,0.9,, $4.62 
TRX-91873,07/05/2025,spotify,0.698130418,, $45.16 
TRX-27709,05/11/2025,gym membership,,Negotiation needed ASAP, $46.46 
TRX-84504,,internet provider,0.753210743,Stop charging me., $124.41 
TRX-47291,,cloud storage,,Stop charging me., $109.69 
TRX-86784,,gym membership,0.0085,Negotiation needed ASAP, $46.46 
TRX-2949,,electricity bill,0.386010859,Stop charging me., $38.51 
TRX-51624,,electricity bill,0.347442416,Stop charging me., $39.53 
TRX-29639,,cloud storage,0.526572579,Negotiation needed ASAP, $140.37 
TRX-84556,,electricity bill,0.0085,It's too expensive!!!, $31.67 
TRX-84439,,internet provider,,Negotiation needed ASAP, $46.38 
TRX-83049,03/01/2026,netflix,,It's too expensive!!!, $44.83 
TRX-11710,,cloud storage,0.0085,Spaces at the beginning, $81.27 
TRX-35721,,netflix,0.9,Stop charging me., $44.83 
TRX-47610,03/01/2026,spotify,0.0085,It's too expensive!!!, $13.96 
TRX-32404,03/01/2026,cloud storage,0.0085,It's too expensive!!!, $15.13 
TRX-24090,03/01/2026,gym membership,0.586211703,, $11.55 
TRX-11630,,internet provider,0.9,It's too expensive!!!, $85.05 
TRX-52482,,cloud storage,0.9,, $135.38 
TRX-77552,03/01/2026,internet provider,0.9,, $8.71 
TRX-79972,,spotify,,Stop charging me., $12.55 
TRX-53159,03/01/2026,gym membership,0.357265447,It's too expensive!!!, $46.46 
TRX-13621,,electricity bill,0.0085,, $125.25 
TRX-18226,,gym membership,,Spaces at the beginning, $132.81 
TRX-80575,03/07/2026,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-37598,,netflix,0.482324397,, $22.01 
TRX-7026,03/01/2026,cloud storage,0.9,Negotiation needed ASAP, $11.04 
TRX-57519,03/01/2026,spotify,,Spaces at the beginning, $12.95 
TRX-78891,,gym membership,0.0085,Stop charging me., $39.47 
TRX-95201,05/05/2025,netflix,0.251596454,Stop charging me., $44.83 
TRX-28787,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $9.06 
TRX-42529,,gym membership,,It's too expensive!!!, $46.46 
TRX-30654,,gym membership,0.380327722,Stop charging me., $84.27 
TRX-29921,,cloud storage,0.789172174,Spaces at the beginning, $148.33 
TRX-9272,,gym membership,0.0085,, $75.74 
TRX-26410,,spotify,0.0085,Stop charging me., $45.16 
TRX-50380,,netflix,,, $44.83 
TRX-59358,,electricity bill,,Spaces at the beginning, $38.51 
TRX-88685,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $46.46 
TRX-16988,03/01/2026,electricity bill,0.9,, $17.53 
TRX-85912,03/01/2026,spotify,,, $107.72 
TRX-25399,,spotify,0.9,Spaces at the beginning, $45.16 
TRX-98664,,internet provider,0.0085,Spaces at the beginning, $46.38 
TRX-47722,,cloud storage,0.0085,Negotiation needed ASAP, $7.02 
TRX-77155,,electricity bill,0.307313068,, $78.83 
TRX-45828,,internet provider,0.0085,, $46.38 
TRX-92041,,cloud storage,0.948726296,Stop charging me., $43.01 
TRX-38941,,spotify,0.0085,, $45.16 
TRX-54394,,spotify,0.0085,, $20.05 
TRX-58163,,gym membership,0.828110747,Negotiation needed ASAP, $46.46 
TRX-60503,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $87.03 
TRX-32298,03/01/2026,gym membership,,, $46.46 
TRX-16693,03/01/2026,spotify,0.0085,Stop charging me., $131.74 
TRX-17981,03/01/2026,spotify,0.9,It's too expensive!!!, $108.86 
TRX-42434,,gym membership,0.0085,Stop charging me., $46.46 
TRX-16192,03/01/2026,netflix,0.537938373,Stop charging me., $15.73 
TRX-40403,,electricity bill,0.343211958,Stop charging me., $38.51 
TRX-90562,,spotify,0.0085,Spaces at the beginning, $30.13 
TRX-85533,,gym membership,0.9,, $71.45 
TRX-85141,,internet provider,0.0085,It's too expensive!!!, $8.96 
TRX-76499,,spotify,0.541070789,Stop charging me., $47.86 
TRX-76547,,gym membership,0.0085,Negotiation needed ASAP, $6.64 
TRX-70420,,cloud storage,0.9,Spaces at the beginning, $43.01 
TRX-43927,03/01/2026,netflix,0.870517898,It's too expensive!!!, $145.63 
TRX-7835,03/01/2026,internet provider,0.9,Negotiation needed ASAP, $5.03 
TRX-63614,,electricity bill,,Stop charging me., $17.10 
TRX-2043,,internet provider,0.275119474,Stop charging me., $48.44 
TRX-31494,,spotify,,Spaces at the beginning, $35.53 
TRX-46797,03/01/2026,gym membership,0.9,, $110.82 
TRX-52399,,internet provider,,It's too expensive!!!, $99.04 
TRX-42509,,spotify,0.0085,Spaces at the beginning, $45.16 
TRX-58278,,spotify,,Stop charging me., $60.05 
TRX-23403,,cloud storage,0.0085,Spaces at the beginning, $99.37 
TRX-38190,,electricity bill,,, $11.90 
TRX-49716,,cloud storage,0.0085,Stop charging me., $4.10 
TRX-23690,,internet provider,,It's too expensive!!!, $56.70 
TRX-56076,,gym membership,0.0085,Stop charging me., $6.06 
TRX-35881,03/01/2026,netflix,0.9,, $34.35 
TRX-84231,12/01/2025,electricity bill,,Stop charging me., $34.03 
TRX-94297,,electricity bill,0.630442697,It's too expensive!!!, $38.51 
TRX-38781,,netflix,,Stop charging me., $44.83 
TRX-5383,,gym membership,0.0085,Spaces at the beginning, $46.46 
TRX-95552,,internet provider,0.0085,Stop charging me., $4.09 
TRX-31823,,electricity bill,,Spaces at the beginning, $9.62 
TRX-79445,,gym membership,0.9,It's too expensive!!!, $46.46 
TRX-95146,,gym membership,0.0085,It's too expensive!!!, $22.88 
TRX-20810,06/11/2025,electricity bill,0.031950673,Negotiation needed ASAP, $12.49 
TRX-60469,03/01/2026,internet provider,0.9,It's too expensive!!!, $7.81 
TRX-88652,,internet provider,0.0085,Stop charging me., $7.77 
TRX-57546,03/01/2026,cloud storage,0.0085,It's too expensive!!!, $25.27 
TRX-49922,,gym membership,0.0085,Stop charging me., $7.01 
TRX-2286,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $105.70 
TRX-84117,,cloud storage,0.0085,Negotiation needed ASAP, $75.45 
TRX-83588,05/12/2025,spotify,0.0085,, $106.55 
TRX-95227,,cloud storage,0.0085,Negotiation needed ASAP, $89.21 
TRX-30732,03/01/2026,netflix,,Negotiation needed ASAP, $44.83 
TRX-4055,,internet provider,0.410313424,Negotiation needed ASAP, $46.38 
TRX-87128,,cloud storage,0.610769545,, $5.10 
TRX-81192,,gym membership,,Negotiation needed ASAP, $46.46 
TRX-60579,,netflix,0.9,, $3.98 
TRX-69600,03/01/2026,internet provider,0.9,, $4.85 
TRX-74439,,spotify,0.466792656,Negotiation needed ASAP, $45.16 
TRX-30522,,internet provider,0.0085,Stop charging me., $72.12 
TRX-17554,03/01/2026,gym membership,,Stop charging me., $142.18 
TRX-99954,,electricity bill,0.0085,It's too expensive!!!, $38.51 
TRX-46296,,spotify,0.9,It's too expensive!!!, $26.66 
TRX-33913,,netflix,0.9,It's too expensive!!!, $7.87 
TRX-48770,03/01/2026,netflix,0.9,Stop charging me., $92.36 
TRX-63885,,netflix,0.812179496,It's too expensive!!!, $44.83 
TRX-95245,03/01/2026,electricity bill,0.9,, $39.93 
TRX-78862,03/01/2026,gym membership,0.218491436,Spaces at the beginning, $11.46 
TRX-37868,,netflix,0.678536148,Spaces at the beginning, $11.59 
TRX-65232,03/01/2026,gym membership,,Negotiation needed ASAP, $4.62 
TRX-59719,03/01/2026,netflix,0.793579353,Negotiation needed ASAP, $44.83 
TRX-51561,,spotify,,Stop charging me., $77.94 
TRX-2241,03/01/2026,electricity bill,,Negotiation needed ASAP, $38.51 
TRX-13749,03/01/2026,gym membership,,Spaces at the beginning, $85.70 
TRX-38665,09/01/2025,gym membership,0.985809929,Spaces at the beginning, $73.36 
TRX-11521,03/01/2026,spotify,0.309511775,Spaces at the beginning, $3.59 
TRX-28154,,netflix,0.9,Stop charging me., $10.91 
TRX-68344,,netflix,0.9,Stop charging me., $65.35 
TRX-42456,,electricity bill,0.0085,Stop charging me., $124.94 
TRX-97172,,electricity bill,,Stop charging me., $38.01 
TRX-69732,,spotify,0.9,Spaces at the beginning, $140.08 
TRX-84897,,spotify,,Stop charging me., $33.68 
TRX-92603,03/01/2026,internet provider,0.9,Stop charging me., $81.70 
TRX-86170,,spotify,0.690536524,Stop charging me., $45.16 
TRX-96238,,gym membership,0.9,, $76.76 
TRX-4723,03/01/2026,netflix,0.0085,, $10.05 
TRX-2790,,internet provider,0.9,It's too expensive!!!, $99.22 
TRX-79509,03/01/2026,electricity bill,,, $38.51 
TRX-36884,,internet provider,0.0085,Spaces at the beginning, $13.53 
TRX-69143,03/01/2026,electricity bill,0.849940309,It's too expensive!!!, $28.81 
TRX-10375,02/04/2026,netflix,0.249135176,Negotiation needed ASAP, $6.90 
TRX-52506,,electricity bill,0.411591799,Stop charging me., $12.68 
TRX-41624,,netflix,,It's too expensive!!!, $23.20 
TRX-26651,,gym membership,,Spaces at the beginning, $71.81 
TRX-79922,,electricity bill,,Stop charging me., $94.40 
TRX-21175,,gym membership,0.067504362,It's too expensive!!!, $46.46 
TRX-52591,12/12/2025,gym membership,0.9,Spaces at the beginning, $11.16 
TRX-68361,,cloud storage,0.0085,Spaces at the beginning, $97.72 
TRX-81064,,cloud storage,,Negotiation needed ASAP, $63.45 
TRX-40278,,electricity bill,0.435087673,Negotiation needed ASAP, $5.35 
TRX-21134,03/01/2026,netflix,,It's too expensive!!!, $8.46 
TRX-94388,,internet provider,0.9,Stop charging me., $46.38 
TRX-34898,03/01/2026,electricity bill,0.582691418,Negotiation needed ASAP, $9.23 
TRX-78410,03/01/2026,cloud storage,0.809292467,It's too expensive!!!, $127.30 
TRX-83005,,cloud storage,0.368106721,Stop charging me., $68.60 
TRX-62973,03/01/2026,spotify,0.9,It's too expensive!!!, $11.93 
TRX-80499,07/05/2025,electricity bill,0.0085,Negotiation needed ASAP, $62.00 
TRX-84310,,electricity bill,0.9,, $7.13 
TRX-76261,,cloud storage,0.9,It's too expensive!!!, $43.01 
TRX-17985,,cloud storage,,Stop charging me., $43.01 
TRX-28757,,netflix,0.238151549,Stop charging me., $145.02 
TRX-19030,,gym membership,,Negotiation needed ASAP, $28.77 
TRX-53586,03/09/2026,netflix,0.9,, $4.28 
TRX-52594,,electricity bill,0.310818234,Negotiation needed ASAP, $68.27 
TRX-12436,,gym membership,,Spaces at the beginning, $11.50 
TRX-82172,,internet provider,0.0085,, $12.19 
TRX-3950,03/01/2026,internet provider,,Stop charging me., $102.34 
TRX-72174,,electricity bill,0.012660506,, $8.95 
TRX-63309,03/01/2026,cloud storage,,, $43.01 
TRX-82596,,spotify,0.038976311,Stop charging me., $12.44 
TRX-30945,,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-81996,08/06/2025,spotify,0.0085,Stop charging me., $25.99 
TRX-41973,03/01/2026,gym membership,0.9,Stop charging me., $134.06 
TRX-70495,,gym membership,0.9,Negotiation needed ASAP, $5.40 
TRX-93505,,electricity bill,0.9,, $62.03 
TRX-5075,03/01/2026,internet provider,0.0085,Negotiation needed ASAP, $8.36 
TRX-60842,,electricity bill,0.0085,Stop charging me., $38.51 
TRX-34045,,spotify,0.81227935,It's too expensive!!!, $4.86 
TRX-53217,04/10/2025,internet provider,,Stop charging me., $59.58 
TRX-34220,,electricity bill,,, $6.54 
TRX-13854,,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-64384,03/01/2026,netflix,0.9,Spaces at the beginning, $30.47 
TRX-46593,,netflix,0.559953592,Spaces at the beginning, $22.92 
TRX-97409,,gym membership,0.0085,Spaces at the beginning, $35.60 
TRX-66898,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $38.51 
TRX-31890,,gym membership,0.0085,It's too expensive!!!, $96.35 
TRX-14725,03/01/2026,cloud storage,0.9,Spaces at the beginning, $43.01 
TRX-26439,03/01/2026,internet provider,0.551642585,, $46.38 
TRX-64203,,internet provider,0.9,Negotiation needed ASAP, $46.38 
TRX-6618,,cloud storage,0.33286855,Negotiation needed ASAP, $146.50 
TRX-6078,,spotify,,Negotiation needed ASAP, $99.46 
TRX-89514,,cloud storage,0.88055898,It's too expensive!!!, $81.53 
TRX-40520,03/01/2026,gym membership,0.9,It's too expensive!!!, $11.53 
TRX-32367,03/01/2026,internet provider,0.358014091,Negotiation needed ASAP, $46.38 
TRX-44733,,spotify,0.9,Stop charging me., $8.35 
TRX-88890,,gym membership,,Negotiation needed ASAP, $90.63 
TRX-42913,03/01/2026,spotify,,, $45.16 
TRX-29885,02/01/2026,spotify,,Stop charging me., $7.48 
TRX-18332,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-79612,,netflix,0.411636427,Stop charging me., $5.60 
TRX-78396,,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-49242,05/10/2025,internet provider,0.570255984,Stop charging me., $64.31 
TRX-97391,,cloud storage,0.502836975,Negotiation needed ASAP, $6.26 
TRX-46395,,gym membership,0.0085,, $71.71 
TRX-8126,03/01/2026,cloud storage,,, $82.72 
TRX-71012,03/01/2026,electricity bill,0.329346697,Negotiation needed ASAP, $73.02 
TRX-65297,08/09/2025,spotify,0.0085,Spaces at the beginning, $8.02 
TRX-21837,08/12/2025,spotify,0.0085,Stop charging me., $45.16 
TRX-28737,03/01/2026,netflix,0.0085,, $44.83 
TRX-45614,,gym membership,0.787435991,It's too expensive!!!, $46.46 
TRX-63089,,electricity bill,0.9,Stop charging me., $6.39 
TRX-53997,03/01/2026,internet provider,0.9,Negotiation needed ASAP, $121.74 
TRX-8548,,electricity bill,,Spaces at the beginning, $38.51 
TRX-74261,,internet provider,0.0085,, $7.36 
TRX-30721,12/06/2025,internet provider,0.327628253,Negotiation needed ASAP, $8.13 
TRX-91264,,netflix,0.9,Stop charging me., $10.79 
TRX-12707,,gym membership,0.891130813,Spaces at the beginning, $46.46 
TRX-24240,,internet provider,0.369625367,It's too expensive!!!, $12.34 
TRX-12205,,cloud storage,0.090073766,Stop charging me., $122.40 
TRX-51403,12/05/2025,electricity bill,0.9,It's too expensive!!!, $112.60 
TRX-35638,03/01/2026,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-78685,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-76744,12/05/2025,cloud storage,,Spaces at the beginning, $43.01 
TRX-16907,,electricity bill,0.101064959,Negotiation needed ASAP, $10.18 
TRX-6179,,gym membership,0.0085,Stop charging me., $42.63 
TRX-65472,03/01/2026,internet provider,0.549197263,It's too expensive!!!, $32.65 
TRX-31473,,netflix,0.0085,, $44.83 
TRX-25094,,spotify,0.68760231,Stop charging me., $33.08 
TRX-20374,,electricity bill,0.9,Stop charging me., $64.86 
TRX-12819,,netflix,0.0085,Spaces at the beginning, $7.91 
TRX-11144,,internet provider,0.523944086,Stop charging me., $4.42 
TRX-95383,,netflix,0.0085,Negotiation needed ASAP, $9.23 
TRX-85548,,gym membership,,It's too expensive!!!, $46.46 
TRX-93007,,spotify,,, $45.16 
TRX-54676,,electricity bill,,It's too expensive!!!, $38.51 
TRX-30991,,netflix,0.0085,, $67.98 
TRX-21533,,spotify,0.0085,Stop charging me., $45.16 
TRX-86533,11/10/2025,spotify,,It's too expensive!!!, $45.16 
TRX-59074,05/06/2025,spotify,0.9,It's too expensive!!!, $12.53 
TRX-52692,,electricity bill,0.0085,It's too expensive!!!, $92.54 
TRX-26276,,internet provider,0.9,Spaces at the beginning, $139.07 
TRX-48220,03/01/2026,netflix,0.9,Negotiation needed ASAP, $83.03 
TRX-31573,03/01/2026,netflix,0.0085,Stop charging me., $10.27 
TRX-35652,05/04/2025,netflix,0.056298065,, $123.17 
TRX-43876,,gym membership,,It's too expensive!!!, $20.99 
TRX-49511,,netflix,0.9,, $96.10 
TRX-95382,,electricity bill,,, $38.51 
TRX-34222,,netflix,0.0085,Spaces at the beginning, $112.29 
TRX-37265,,gym membership,0.0085,Spaces at the beginning, $110.66 
TRX-62270,,internet provider,0.9,Spaces at the beginning, $3.54 
TRX-58329,03/01/2026,gym membership,0.9,It's too expensive!!!, $22.95 
TRX-14171,03/01/2026,netflix,,Spaces at the beginning, $9.24 
TRX-82686,,spotify,0.9,It's too expensive!!!, $3.86 
TRX-84545,03/01/2026,spotify,0.608958282,It's too expensive!!!, $45.16 
TRX-6334,,gym membership,0.0085,Negotiation needed ASAP, $58.01 
TRX-5205,,netflix,0.88466685,, $11.53 
TRX-40661,03/01/2026,spotify,0.0085,It's too expensive!!!, $45.16 
TRX-50489,11/02/2025,spotify,0.195060236,Stop charging me., $5.12 
TRX-91370,,internet provider,0.9,, $46.38 
TRX-25859,,netflix,0.796505805,Spaces at the beginning, $19.87 
TRX-58752,03/01/2026,internet provider,0.847234233,Stop charging me., $9.84 
TRX-76697,,gym membership,0.599203439,It's too expensive!!!, $10.39 
TRX-49453,,electricity bill,0.0085,It's too expensive!!!, $38.51 
TRX-10008,,spotify,0.9,Spaces at the beginning, $45.16 
TRX-84178,12/01/2025,gym membership,,Stop charging me., $10.86 
TRX-75712,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $30.33 
TRX-60078,,internet provider,0.0085,Negotiation needed ASAP, $90.88 
TRX-18201,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $85.11 
TRX-46056,,netflix,0.945701853,, $44.83 
TRX-45080,03/01/2026,cloud storage,,Stop charging me., $43.01 
TRX-31670,03/01/2026,netflix,0.9,, $44.83 
TRX-9471,,cloud storage,,Stop charging me., $43.01 
TRX-41206,,netflix,0.885948367,, $113.29 
TRX-14852,,netflix,0.247045647,Spaces at the beginning, $48.01 
TRX-55617,03/01/2026,netflix,,Stop charging me., $34.35 
TRX-11787,03/01/2026,electricity bill,0.9,Spaces at the beginning, $98.37 
TRX-98851,03/01/2026,gym membership,0.868043226,Stop charging me., $53.44 
TRX-87118,,gym membership,,Negotiation needed ASAP, $143.11 
TRX-9503,,spotify,0.0085,, $45.16 
TRX-23202,03/01/2026,spotify,,Negotiation needed ASAP, $11.65 
TRX-67283,,netflix,0.0085,It's too expensive!!!, $12.41 
TRX-73819,02/04/2026,internet provider,,It's too expensive!!!, $46.38 
TRX-8408,,electricity bill,0.366441779,, $38.51 
TRX-34063,,gym membership,0.119507337,Stop charging me., $92.34 
TRX-63924,,electricity bill,0.872209266,, $38.51 
TRX-41745,,cloud storage,,It's too expensive!!!, $43.01 
TRX-79322,,electricity bill,,It's too expensive!!!, $38.51 
TRX-70440,,spotify,,Negotiation needed ASAP, $45.16 
TRX-28549,,spotify,0.0085,Stop charging me., $4.18 
TRX-79185,,cloud storage,,Negotiation needed ASAP, $107.26 
TRX-62001,03/01/2026,electricity bill,,Negotiation needed ASAP, $38.51 
TRX-26984,03/01/2026,spotify,0.0085,Spaces at the beginning, $10.74 
TRX-17563,,internet provider,0.519259794,Spaces at the beginning, $25.57 
TRX-60862,,cloud storage,0.9,It's too expensive!!!, $75.39 
TRX-14820,,netflix,0.9,Spaces at the beginning, $4.18 
TRX-9715,,internet provider,0.0085,Spaces at the beginning, $91.15 
TRX-11442,,internet provider,,Spaces at the beginning, $15.11 
TRX-71223,09/09/2025,netflix,0.9,, $140.23 
TRX-39307,10/02/2025,spotify,,It's too expensive!!!, $62.37 
TRX-56016,,spotify,0.240547142,Negotiation needed ASAP, $45.16 
TRX-27052,,spotify,,Negotiation needed ASAP, $102.75 
TRX-95389,02/09/2026,internet provider,,, $75.82 
TRX-47151,03/01/2026,internet provider,0.9,Negotiation needed ASAP, $84.14 
TRX-91724,,electricity bill,,It's too expensive!!!, $5.90 
TRX-11503,,internet provider,0.523185853,Negotiation needed ASAP, $6.18 
TRX-96681,,internet provider,0.9,Stop charging me., $27.52 
TRX-81424,03/01/2026,netflix,0.561032369,It's too expensive!!!, $44.83 
TRX-30508,,electricity bill,0.266652959,, $38.51 
TRX-51247,03/01/2026,spotify,0.565700906,Spaces at the beginning, $103.23 
TRX-26535,,spotify,,Spaces at the beginning, $10.37 
TRX-26537,,gym membership,0.9,Stop charging me., $129.23 
TRX-78915,03/01/2026,internet provider,0.0085,Stop charging me., $127.07 
TRX-57360,03/01/2026,cloud storage,0.0085,Spaces at the beginning, $7.02 
TRX-3878,,spotify,,Negotiation needed ASAP, $8.21 
TRX-83578,,spotify,0.0085,Stop charging me., $85.34 
TRX-88258,03/01/2026,spotify,0.26376045,It's too expensive!!!, $67.52 
TRX-52535,03/01/2026,gym membership,,Negotiation needed ASAP, $7.55 
TRX-41935,,electricity bill,0.038531047,Spaces at the beginning, $38.51 
TRX-95540,,netflix,0.294281114,, $76.69 
TRX-98631,,electricity bill,0.9,Spaces at the beginning, $63.42 
TRX-42412,,internet provider,,Stop charging me., $79.64 
TRX-90039,,cloud storage,0.01835773,, $43.01 
TRX-58932,03/01/2026,internet provider,,Negotiation needed ASAP, $104.27 
TRX-34766,,spotify,,Negotiation needed ASAP, $141.44 
TRX-8262,,spotify,0.844989225,It's too expensive!!!, $120.48 
TRX-89580,,internet provider,0.9,Spaces at the beginning, $46.38 
TRX-60136,,cloud storage,0.0085,Negotiation needed ASAP, $5.34 
TRX-31918,03/01/2026,gym membership,,Negotiation needed ASAP, $102.26 
TRX-28310,,netflix,0.9,, $44.83 
TRX-44816,03/01/2026,gym membership,,Spaces at the beginning, $9.29 
TRX-4358,03/01/2026,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-82640,,netflix,0.9,It's too expensive!!!, $23.77 
TRX-68186,,gym membership,,Stop charging me., $7.27 
